"id","G","region","age_band","income","credit_score","employment_yrs","score","Y","Yhat","ZG"
4346,0,0,"31-50",25327,741,0.2,0.3775,0,0,0
4347,1,1,"31-50",45051,603,6.5,0.4127,1,0,3
4348,0,0,"31-50",37378,577,5.8,0.2535,1,0,0
4349,1,1,"51+",45543,621,13.1,0.4673,1,0,3
4350,1,0,"18-30",44190,733,7.6,0.7349,1,1,2
4351,1,0,"31-50",44163,644,8.7,0.7608,1,1,2
4352,1,0,"31-50",45950,756,9.2,0.9551,1,1,2
4353,1,1,"31-50",37658,692,12.6,0.5465,1,1,3
4354,0,1,"51+",45505,719,9.2,0.7755,0,1,1
4355,0,0,"51+",26820,611,11.7,0.2539,0,0,0
4356,1,1,"31-50",44173,593,4.6,0.3047,0,0,3
4357,0,0,"18-30",17894,496,17.5,0.0121,0,0,0
4358,1,1,"31-50",40606,630,9.8,0.4995,0,0,3
4359,0,0,"31-50",33644,532,8.9,0.046,1,0,0
4360,0,1,"18-30",29880,661,6.8,0.4428,0,0,1
4361,0,1,"51+",21437,609,6.8,0.0216,0,0,1
4362,1,1,"18-30",24433,646,4.6,0.2297,0,0,3
4363,1,0,"31-50",38869,591,12.7,0.3284,0,0,2
4364,1,1,"51+",25661,648,3.1,0.1214,0,0,3
4365,1,0,"18-30",39120,547,1.7,0.2264,0,0,2
4366,0,0,"31-50",25918,721,11.2,0.7419,1,1,0
4367,0,1,"18-30",42111,581,13.5,0.6213,0,1,1
4368,0,0,"31-50",40104,585,9.1,0.2586,1,0,0
4369,1,0,"31-50",35497,681,14.8,0.847,1,1,2
4370,0,0,"51+",41601,616,7.4,0.4994,0,0,0
4371,1,1,"18-30",56295,654,8.1,0.8031,1,1,3
4372,1,1,"51+",45803,752,5.4,0.8129,1,1,3
4373,1,0,"18-30",43654,541,5.4,0.1788,0,0,2
4374,0,1,"51+",28778,635,3.2,0.2616,0,0,1
4375,0,0,"31-50",27190,604,17.7,0.2217,0,0,0
4376,0,0,"31-50",33176,672,9.8,0.3576,1,0,0
4377,1,0,"31-50",46088,691,6.6,0.887,1,1,2
4378,1,0,"31-50",32655,527,7.5,0.1171,0,0,2
4379,0,0,"31-50",27427,538,9.8,0.0902,0,0,0
4380,0,1,"18-30",29996,608,9.3,0.176,1,0,1
4381,1,0,"18-30",34497,795,11.2,0.8546,1,1,2
4382,1,0,"18-30",38923,608,0.6,0.2352,0,0,2
4383,1,1,"51+",30594,664,3,0.2029,0,0,3
4384,1,0,"31-50",27919,730,11.9,0.5167,1,1,2
4385,1,1,"51+",51619,862,3.3,0.974,1,1,3
4386,1,0,"31-50",44691,829,1.4,0.9286,1,1,2
4387,0,1,"51+",36798,747,11.6,0.8174,1,1,1
4388,1,1,"51+",27037,681,11,0.6395,1,1,3
4389,0,1,"31-50",11610,570,6.1,0.0129,0,0,1
4390,0,0,"51+",41618,626,5.7,0.5348,0,1,0
4391,0,0,"31-50",39503,714,0,0.4991,1,0,0
4392,0,1,"31-50",38402,727,8,0.7598,1,1,1
4393,1,0,"31-50",45804,657,8.7,0.5838,1,1,2
4394,0,0,"31-50",41118,582,6.4,0.2621,0,0,0
4395,1,1,"51+",40408,634,8.5,0.515,1,1,3
4396,1,0,"51+",27301,599,7.8,0.1207,1,0,2
4397,0,1,"31-50",32807,845,13.2,0.9526,1,1,1
4398,0,1,"18-30",46748,702,3.7,0.7198,0,1,1
4399,0,1,"18-30",29336,569,4.3,0.0509,0,0,1
4400,0,0,"31-50",25394,564,4.1,0.0229,0,0,0
4401,0,1,"51+",18862,719,5.6,0.1946,0,0,1
4402,0,0,"18-30",36587,612,5.4,0.4831,0,0,0
4403,1,1,"18-30",45740,683,14.4,0.9277,1,1,3
4404,1,0,"18-30",47139,539,1.8,0.1878,1,0,2
4405,1,0,"18-30",44803,647,6.2,0.4731,0,0,2
4406,1,1,"51+",48041,730,0,0.7993,0,1,3
4407,0,0,"31-50",44527,733,11.2,0.8542,0,1,0
4408,0,1,"31-50",30285,640,7.4,0.3974,0,0,1
4409,0,0,"31-50",27626,513,4.6,0.0447,0,0,0
4410,0,0,"31-50",40274,635,8.4,0.3248,1,0,0
4411,1,0,"31-50",54455,688,5.4,0.7126,1,1,2
4412,1,1,"31-50",40764,623,8.4,0.3746,0,0,3
4413,0,1,"31-50",41147,588,2.8,0.0972,0,0,1
4414,1,1,"51+",47929,619,13,0.7713,1,1,3
4415,1,1,"18-30",36299,806,6.6,0.6769,1,1,3
4416,0,1,"31-50",35162,747,6.3,0.5832,1,1,1
4417,1,0,"18-30",43498,647,10.2,0.6794,0,1,2
4418,1,1,"18-30",45597,525,3,0.187,0,0,3
4419,0,1,"31-50",30518,581,2.6,0.0388,0,0,1
4420,1,1,"31-50",30248,626,15.9,0.485,0,0,3
4421,1,0,"18-30",45364,597,11.4,0.6362,0,1,2
4422,0,1,"31-50",21943,694,2.6,0.1657,0,0,1
4423,0,1,"51+",30219,615,5.8,0.1925,0,0,1
4424,0,1,"18-30",42103,671,9.9,0.5897,1,1,1
4425,1,1,"18-30",36134,666,5.8,0.5566,1,1,3
4426,0,0,"51+",35590,526,7.5,0.1106,1,0,0
4427,0,0,"18-30",27164,663,6.5,0.0731,0,0,0
4428,1,1,"51+",42291,658,10.4,0.5375,1,1,3
4429,0,0,"31-50",39869,572,14.6,0.2548,1,0,0
4430,1,1,"31-50",49171,609,7.9,0.4294,1,0,3
4431,1,0,"18-30",44704,676,16.6,0.822,1,1,2
4432,1,0,"18-30",39016,516,0,0.0173,0,0,2
4433,0,1,"18-30",26972,547,7.2,0.0689,0,0,1
4434,1,1,"51+",37834,662,5.3,0.4566,0,0,3
4435,1,0,"18-30",45753,632,0,0.2237,0,0,2
4436,0,1,"31-50",47894,593,7.2,0.4654,0,0,1
4437,1,0,"18-30",42074,738,10,0.8278,1,1,2
4438,1,0,"31-50",35835,665,9.2,0.5482,0,1,2
4439,0,0,"18-30",24803,675,10.6,0.5298,0,1,0
4440,0,0,"18-30",31310,525,7.9,0.0686,0,0,0
4441,1,0,"18-30",52633,731,6,0.8871,1,1,2
4442,1,0,"51+",28320,651,9.9,0.4439,1,0,2
4443,0,0,"31-50",25953,604,2.2,0.0561,0,0,0
4444,0,1,"31-50",36508,605,4.2,0.2661,0,0,1
4445,1,0,"18-30",15193,714,3.8,0.2083,0,0,2
4446,1,0,"18-30",51082,555,7.7,0.3628,0,0,2
4447,1,0,"31-50",37894,507,10.3,0.0695,0,0,2
4448,1,1,"51+",38122,547,0,0.0759,0,0,3
4449,1,0,"51+",44536,752,5.5,0.8627,1,1,2
4450,0,0,"31-50",56029,657,4.5,0.7299,1,1,0
4451,0,1,"51+",25997,708,0,0.2254,0,0,1
4452,1,0,"18-30",34639,702,10.9,0.8142,1,1,2
4453,0,1,"18-30",38490,802,8.8,0.9509,1,1,1
4454,0,1,"18-30",21396,692,9.4,0.2375,1,0,1
4455,1,0,"51+",39682,671,9.6,0.7143,0,1,2
4456,0,1,"31-50",35799,636,7.6,0.441,1,0,1
4457,0,1,"31-50",35986,647,5.3,0.2357,1,0,1
4458,1,1,"31-50",40432,766,15.1,0.965,1,1,3
4459,1,1,"51+",45602,795,4.2,0.8377,1,1,3
4460,1,1,"51+",36980,778,6,0.8809,1,1,3
4461,1,0,"51+",41879,671,12.9,0.9057,1,1,2
4462,0,1,"18-30",41556,513,11.1,0.182,1,0,1
4463,1,0,"51+",44678,562,9.3,0.6196,0,1,2
4464,1,1,"51+",41721,599,9.8,0.3785,0,0,3
4465,0,1,"51+",34803,621,1.7,0.0754,0,0,1
4466,0,1,"31-50",53314,582,9.2,0.6772,0,1,1
4467,0,0,"51+",31902,552,7.8,0.1709,0,0,0
4468,0,1,"31-50",32079,626,5.6,0.1957,0,0,1
4469,0,0,"18-30",35919,570,5.4,0.1156,0,0,0
4470,0,1,"51+",41776,611,10.2,0.5426,0,1,1
4471,0,0,"18-30",33932,809,3.4,0.9171,1,1,0
4472,0,1,"31-50",34321,539,8,0.0976,0,0,1
4473,1,0,"51+",33852,591,2.8,0.0711,0,0,2
4474,1,1,"31-50",51141,804,0,0.724,1,1,3
4475,0,1,"51+",30754,605,8.5,0.1188,1,0,1
4476,1,1,"31-50",42512,628,10.3,0.5859,0,1,3
4477,0,0,"51+",43595,617,6.4,0.5196,1,1,0
4478,1,1,"51+",26813,538,11.2,0.1017,0,0,3
4479,1,1,"31-50",50836,821,9.4,0.96,1,1,3
4480,1,1,"51+",44465,628,8.4,0.7937,0,1,3
4481,1,0,"51+",37978,672,6.3,0.5189,1,1,2
4482,1,1,"31-50",45114,636,5.4,0.5342,0,1,3
4483,1,1,"18-30",35389,728,11.6,0.7502,1,1,3
4484,0,1,"51+",33925,638,1,0.1817,1,0,1
4485,0,0,"31-50",27467,731,4.8,0.4169,1,0,0
4486,1,1,"31-50",43848,874,1.2,0.9833,1,1,3
4487,1,0,"51+",37888,592,7.6,0.264,0,0,2
4488,0,1,"31-50",32158,643,9.8,0.2324,1,0,1
4489,1,0,"31-50",51230,636,9.4,0.862,1,1,2
4490,0,1,"31-50",45833,633,3.9,0.3887,1,0,1
4491,1,1,"18-30",34410,656,9.4,0.4037,0,0,3
4492,1,0,"31-50",46887,789,10.8,0.9664,1,1,2
4493,0,1,"31-50",37921,771,5.9,0.6399,1,1,1
4494,1,1,"18-30",45924,720,11.3,0.8866,1,1,3
4495,1,1,"51+",45032,695,6.6,0.7823,0,1,3
4496,1,0,"31-50",35241,615,4.8,0.3013,1,0,2
4497,0,0,"18-30",34017,680,8.3,0.4774,0,0,0
4498,0,1,"18-30",28750,624,1.9,0.0586,0,0,1
4499,1,1,"31-50",37554,611,5.3,0.2382,0,0,3
4500,1,1,"31-50",35971,598,2.8,0.1554,0,0,3
4501,1,0,"51+",38795,720,0,0.4901,0,0,2
4502,1,1,"18-30",46408,650,8.6,0.6904,1,1,3
4503,1,1,"18-30",30506,591,2.5,0.1902,0,0,3
4504,0,0,"18-30",37445,596,4.1,0.3375,0,0,0
4505,1,0,"51+",41734,765,7.7,0.9029,1,1,2
4506,1,0,"18-30",47690,532,10.1,0.3513,0,0,2
4507,1,0,"51+",27547,718,11.2,0.6083,0,1,2
4508,1,0,"31-50",44359,752,8.6,0.9477,1,1,2
4509,0,1,"31-50",36622,721,5.8,0.4088,0,0,1
4510,0,0,"51+",30090,684,5.4,0.277,0,0,0
4511,0,0,"18-30",34992,528,6.6,0.0433,0,0,0
4512,1,0,"51+",37008,659,5.5,0.591,0,1,2
4513,1,1,"31-50",53357,569,8.9,0.5229,0,1,3
4514,0,0,"51+",36435,596,6.1,0.2555,0,0,0
4515,1,1,"31-50",38963,681,13.1,0.4817,1,0,3
4516,1,0,"31-50",39509,695,4.3,0.6408,0,1,2
4517,1,1,"51+",35167,753,1.1,0.7588,0,1,3
4518,1,1,"18-30",42154,677,16.7,0.798,1,1,3
4519,0,1,"51+",26251,636,2,0.0902,0,0,1
4520,1,0,"31-50",41525,659,8.6,0.6813,0,1,2
4521,1,0,"18-30",25072,667,5.7,0.1032,0,0,2
4522,0,0,"18-30",31671,568,13.2,0.1852,0,0,0
4523,1,1,"18-30",48842,516,12.8,0.5708,0,1,3
4524,0,0,"51+",30733,532,3.5,0.0698,0,0,0
4525,1,1,"51+",45357,731,2.9,0.8766,1,1,3
4526,1,0,"18-30",56522,802,2.7,0.9573,1,1,2
4527,1,1,"31-50",48213,626,12.3,0.8548,0,1,3
4528,0,0,"18-30",39107,608,0,0.2371,0,0,0
4529,0,0,"31-50",40240,624,11.6,0.6672,1,1,0
4530,1,0,"18-30",29077,720,6.7,0.6459,0,1,2
4531,0,0,"31-50",26643,572,4.3,0.0729,0,0,0
4532,0,0,"31-50",50308,584,7.5,0.2776,0,0,0
4533,0,0,"18-30",29785,617,0,0.0402,0,0,0
4534,0,0,"18-30",43137,689,3.5,0.297,1,0,0
4535,1,1,"18-30",43884,762,8.3,0.8953,1,1,3
4536,1,1,"18-30",29619,669,6.4,0.2263,0,0,3
4537,1,1,"18-30",45860,704,9.3,0.9369,1,1,3
4538,1,1,"31-50",35832,583,12.2,0.1563,1,0,3
4539,0,1,"18-30",30432,586,11.5,0.2052,0,0,1
4540,0,1,"18-30",29557,539,5.9,0.0179,0,0,1
4541,1,0,"51+",48108,589,11,0.5805,0,1,2
4542,1,0,"31-50",46084,567,8.6,0.397,0,0,2
4543,1,0,"51+",44125,740,10.2,0.9096,1,1,2
4544,1,1,"31-50",45630,637,9.3,0.7533,0,1,3
4545,0,1,"31-50",19035,666,4.6,0.0639,0,0,1
4546,0,0,"51+",33659,670,11.1,0.715,0,1,0
4547,1,0,"18-30",35357,580,3.2,0.0682,0,0,2
4548,1,1,"51+",33878,688,5.5,0.5459,1,1,3
4549,0,0,"31-50",27394,722,7.9,0.1882,0,0,0
4550,1,0,"51+",36863,656,12.9,0.4026,0,0,2
4551,1,1,"51+",33484,664,8.1,0.4968,0,0,3
4552,0,0,"31-50",25608,637,5.8,0.0825,0,0,0
4553,1,0,"51+",28016,643,2.1,0.1472,0,0,2
4554,1,1,"18-30",55004,654,9.9,0.7995,1,1,3
4555,1,0,"51+",43776,694,9.5,0.7625,1,1,2
4556,1,1,"31-50",40815,686,5.2,0.3551,1,0,3
4557,0,1,"31-50",45108,592,0,0.1292,0,0,1
4558,0,1,"18-30",25835,609,4.2,0.0743,0,0,1
4559,1,1,"18-30",40255,871,0,0.8359,1,1,3
4560,1,0,"31-50",47957,540,12.8,0.5917,1,1,2
4561,1,0,"51+",36429,737,1.2,0.6887,1,1,2
4562,1,0,"51+",29684,748,6.2,0.7536,0,1,2
4563,1,0,"31-50",35357,556,13.6,0.1631,0,0,2
4564,1,0,"18-30",34086,642,12.2,0.279,0,0,2
4565,1,0,"31-50",43662,581,6.7,0.3354,1,0,2
4566,0,0,"31-50",41104,569,5.4,0.4891,0,0,0
4567,1,1,"31-50",40160,691,10.3,0.6789,0,1,3
4568,0,0,"51+",31029,683,14.4,0.5448,0,1,0
4569,0,0,"31-50",15913,615,10.1,0.103,0,0,0
4570,0,1,"31-50",32077,640,6.5,0.1897,0,0,1
4571,1,0,"51+",45422,663,3.3,0.459,1,0,2
4572,0,1,"31-50",26320,668,10.5,0.5152,0,1,1
4573,0,0,"31-50",36073,486,12.2,0.0646,0,0,0
4574,1,1,"31-50",41768,815,7.7,0.9662,1,1,3
4575,0,0,"31-50",24338,618,2.7,0.0563,0,0,0
4576,0,1,"18-30",45867,612,1.7,0.3594,0,0,1
4577,0,0,"31-50",38266,776,0,0.7396,1,1,0
4578,0,0,"31-50",40702,595,3.8,0.2902,0,0,0
4579,0,1,"18-30",30105,670,4.3,0.2254,0,0,1
4580,1,1,"31-50",51973,651,6.1,0.7876,0,1,3
4581,1,1,"18-30",35365,662,4.5,0.466,1,0,3
4582,1,1,"31-50",41566,613,4.4,0.1961,1,0,3
4583,1,1,"31-50",29639,715,4.2,0.7988,0,1,3
4584,0,1,"31-50",27700,746,11.5,0.4246,1,0,1
4585,0,0,"51+",32975,677,8.3,0.4162,1,0,0
4586,0,0,"18-30",39856,565,1.7,0.1816,0,0,0
4587,1,1,"31-50",36077,591,11.9,0.4512,0,0,3
4588,1,1,"31-50",34916,740,8.6,0.6934,1,1,3
4589,0,0,"18-30",33838,622,8.6,0.255,0,0,0
4590,0,0,"31-50",19714,645,7.7,0.1353,0,0,0
4591,0,1,"18-30",25409,641,9.9,0.1236,0,0,1
4592,1,0,"31-50",27433,667,6.7,0.1082,1,0,2
4593,0,1,"31-50",43008,660,6.1,0.405,1,0,1
4594,0,0,"18-30",32987,713,10.6,0.6478,1,1,0
4595,1,0,"31-50",40423,561,14.1,0.4293,0,0,2
4596,1,0,"51+",39068,594,8,0.5525,0,1,2
4597,1,1,"51+",28923,663,7.3,0.3127,0,0,3
4598,1,1,"31-50",33751,643,10.6,0.5941,1,1,3
4599,1,0,"18-30",45835,802,13.2,0.9378,1,1,2
4600,0,0,"18-30",35401,606,12,0.2566,0,0,0
4601,0,0,"31-50",40844,585,6.8,0.3184,0,0,0
4602,0,1,"31-50",36679,580,1,0.0518,0,0,1
4603,1,1,"51+",39132,588,19.8,0.5884,1,1,3
4604,1,0,"51+",36402,757,10.5,0.7337,1,1,2
4605,1,0,"18-30",54945,674,8.9,0.8412,1,1,2
4606,1,0,"31-50",37460,717,11.3,0.6753,1,1,2
4607,0,0,"31-50",32068,587,9.8,0.1192,0,0,0
4608,0,1,"51+",36665,625,13.7,0.1862,0,0,1
4609,1,0,"18-30",41718,694,4,0.3657,1,0,2
4610,1,0,"18-30",28542,710,6.4,0.3752,0,0,2
4611,0,0,"31-50",32431,660,2.8,0.2837,1,0,0
4612,1,1,"18-30",44632,657,0,0.5181,1,1,3
4613,0,0,"18-30",24092,647,5.8,0.0535,0,0,0
4614,0,0,"31-50",43498,605,5.2,0.3818,1,0,0
4615,0,1,"51+",25552,691,12.9,0.4138,0,0,1
4616,0,0,"51+",18947,712,12.3,0.2389,0,0,0
4617,1,0,"31-50",29341,527,8,0.0632,0,0,2
4618,1,0,"51+",49676,457,7.1,0.1786,1,0,2
4619,1,0,"31-50",48077,685,15,0.8553,0,1,2
4620,0,0,"51+",50596,755,10.2,0.9301,1,1,0
4621,1,0,"51+",39059,676,13.8,0.8046,1,1,2
4622,1,1,"18-30",36400,707,8.2,0.7528,1,1,3
4623,0,1,"51+",42096,674,6.1,0.7941,1,1,1
4624,0,0,"31-50",41835,576,6.3,0.3231,0,0,0
4625,0,1,"51+",19941,660,10.1,0.2331,1,0,1
4626,1,0,"31-50",38675,733,15.2,0.7189,0,1,2
4627,1,1,"18-30",39035,609,8.7,0.3803,1,0,3
4628,0,0,"31-50",20214,777,2.3,0.2871,1,0,0
4629,1,0,"18-30",37895,682,14.2,0.656,1,1,2
4630,0,0,"18-30",26696,581,6,0.0612,0,0,0
4631,0,1,"51+",35881,668,4.5,0.2646,1,0,1
4632,0,0,"31-50",40616,721,0.8,0.6651,1,1,0
4633,0,1,"31-50",28202,638,9.1,0.168,1,0,1
4634,1,1,"31-50",41922,676,3,0.6876,1,1,3
4635,0,1,"18-30",31696,633,8.6,0.1721,1,0,1
4636,0,0,"31-50",31851,662,5,0.3535,0,0,0
4637,0,1,"18-30",47386,583,5.7,0.2061,0,0,1
4638,1,0,"51+",36375,658,5.5,0.6992,0,1,2
4639,1,0,"51+",41611,618,8.6,0.5727,0,1,2
4640,0,1,"31-50",30449,640,7.9,0.3619,0,0,1
4641,1,0,"51+",42836,586,12.4,0.3139,1,0,2
4642,1,0,"31-50",59319,664,13,0.8801,1,1,2
4643,1,1,"51+",33076,741,0,0.5421,0,1,3
4644,0,0,"31-50",25815,670,7,0.3725,1,0,0
4645,0,1,"18-30",31214,630,10.5,0.1288,0,0,1
4646,1,1,"18-30",33201,855,4.7,0.9432,1,1,3
4647,0,0,"31-50",32104,661,4.1,0.2456,0,0,0
4648,0,0,"31-50",22198,506,3.3,0.0376,0,0,0
4649,0,1,"31-50",34574,678,7.7,0.3463,0,0,1
4650,0,1,"51+",18421,728,2.7,0.1549,0,0,1
4651,1,0,"31-50",33435,769,1.6,0.7827,1,1,2
4652,1,1,"51+",38076,704,11.2,0.9029,1,1,3
4653,0,0,"31-50",24755,706,4,0.3209,0,0,0
4654,0,1,"18-30",36336,695,0,0.4385,1,0,1
4655,1,1,"31-50",31475,761,8.1,0.526,0,1,3
4656,1,1,"18-30",39235,542,2.6,0.1501,0,0,3
4657,0,0,"31-50",36174,583,7.9,0.177,1,0,0
4658,1,0,"51+",33253,616,13.2,0.5142,0,1,2
4659,0,1,"51+",27491,619,2.8,0.0752,0,0,1
4660,0,0,"31-50",42022,625,9.3,0.3747,1,0,0
4661,0,1,"31-50",29740,612,13.4,0.201,0,0,1
4662,0,0,"31-50",42398,641,12.8,0.491,1,0,0
4663,0,0,"18-30",26158,586,12.3,0.1301,0,0,0
4664,1,1,"18-30",28887,810,9,0.5716,0,1,3
4665,1,1,"31-50",44946,692,5.3,0.5274,1,1,3
4666,1,1,"51+",40459,655,6,0.4708,1,0,3
4667,1,0,"18-30",40643,632,4.2,0.2635,1,0,2
4668,0,1,"51+",23547,651,7.1,0.1011,0,0,1
4669,1,1,"51+",51123,647,10.6,0.8311,1,1,3
4670,0,0,"31-50",34183,647,6.6,0.1976,0,0,0
4671,1,1,"31-50",40275,683,9.8,0.676,1,1,3
4672,0,0,"51+",27444,608,6.6,0.1484,1,0,0
4673,0,0,"31-50",14020,725,4.1,0.0745,0,0,0
4674,1,0,"31-50",33715,836,12.3,0.8954,1,1,2
4675,1,0,"31-50",35747,573,9,0.3426,0,0,2
4676,1,1,"18-30",42799,701,8,0.682,0,1,3
4677,1,0,"31-50",35557,634,12.5,0.3561,1,0,2
4678,0,0,"31-50",43518,703,6.7,0.7883,1,1,0
4679,0,0,"18-30",33470,593,2.2,0.1119,0,0,0
4680,1,0,"18-30",43156,694,14.1,0.9318,1,1,2
4681,1,0,"31-50",44115,612,6.4,0.5545,0,1,2
4682,1,1,"18-30",42167,649,0.1,0.2637,1,0,3
4683,1,1,"31-50",41792,553,8.1,0.1919,1,0,3
4684,0,0,"31-50",42515,616,3.3,0.3949,0,0,0
4685,1,0,"31-50",42365,815,10.9,0.9713,1,1,2
4686,0,0,"18-30",30232,662,6.8,0.2608,0,0,0
4687,0,0,"18-30",52314,607,5.9,0.3873,1,0,0
4688,0,1,"31-50",42237,818,5.2,0.8052,1,1,1
4689,1,1,"18-30",38266,736,9.6,0.8072,1,1,3
4690,1,1,"18-30",43331,666,5.7,0.5894,1,1,3
4691,1,0,"31-50",50114,602,11.1,0.7763,1,1,2
4692,1,0,"31-50",37959,571,5.3,0.1208,1,0,2
4693,1,1,"51+",48948,714,4,0.9274,1,1,3
4694,1,0,"31-50",45742,644,5.9,0.4948,0,0,2
4695,1,0,"31-50",33891,830,7.4,0.8399,1,1,2
4696,0,0,"31-50",20495,641,0,0.0234,0,0,0
4697,1,1,"31-50",48566,656,3.9,0.5968,1,1,3
4698,1,1,"51+",61754,631,11,0.9211,1,1,3
4699,1,0,"31-50",52064,584,1.3,0.3532,1,0,2
4700,0,1,"31-50",35226,642,7.4,0.1434,1,0,1
4701,1,0,"51+",43268,539,6.7,0.3644,1,0,2
4702,0,1,"31-50",56769,618,12.8,0.8234,1,1,1
4703,0,0,"51+",48570,530,7,0.3421,0,0,0
4704,1,0,"31-50",43693,624,15.2,0.6194,1,1,2
4705,0,1,"31-50",35492,755,5.3,0.8435,1,1,1
4706,0,0,"31-50",42769,633,11.1,0.5942,0,1,0
4707,1,1,"31-50",50176,603,4.1,0.5498,0,1,3
4708,0,1,"31-50",34799,540,10.7,0.0524,0,0,1
4709,0,0,"31-50",24239,557,4.1,0.0753,0,0,0
4710,0,1,"31-50",31886,701,7.4,0.1545,1,0,1
4711,0,0,"51+",10343,777,7.8,0.1454,0,0,0
4712,1,0,"31-50",36481,654,8,0.4372,1,0,2
4713,0,0,"18-30",29061,624,7.7,0.1801,0,0,0
4714,1,0,"31-50",40131,637,7.4,0.4316,0,0,2
4715,1,0,"18-30",24765,808,9.8,0.748,1,1,2
4716,1,1,"18-30",26581,545,4.5,0.1864,0,0,3
4717,1,1,"18-30",47561,731,16.4,0.9645,1,1,3
4718,1,1,"31-50",36968,588,5.9,0.2309,0,0,3
4719,1,1,"31-50",44712,748,4.1,0.8292,0,1,3
4720,0,0,"31-50",40544,683,0.7,0.6413,0,1,0
4721,0,1,"31-50",49578,688,12.9,0.7409,1,1,1
4722,1,1,"18-30",35024,590,4.7,0.0826,0,0,3
4723,0,1,"51+",35000,589,0,0.1348,0,0,1
4724,1,1,"18-30",63356,505,10,0.5302,1,1,3
4725,0,0,"18-30",37710,581,1.4,0.1006,0,0,0
4726,0,1,"31-50",46949,551,6.7,0.3205,0,0,1
4727,1,1,"31-50",48446,658,5.9,0.5549,0,1,3
4728,1,1,"31-50",33579,657,4.3,0.2021,1,0,3
4729,1,0,"31-50",44385,616,6.7,0.4741,0,0,2
4730,0,0,"51+",21790,596,6.2,0.1899,0,0,0
4731,1,1,"51+",53771,547,5,0.144,1,0,3
4732,0,1,"31-50",35864,692,0,0.5658,1,1,1
4733,0,0,"31-50",29003,660,11.8,0.3768,0,0,0
4734,0,0,"51+",30343,682,9,0.2214,0,0,0
4735,1,0,"31-50",54915,738,6.4,0.9589,1,1,2
4736,0,0,"18-30",36602,619,12,0.2709,0,0,0
4737,0,0,"51+",51132,769,5.1,0.7026,1,1,0
4738,0,0,"18-30",27757,576,1.4,0.0555,0,0,0
4739,1,1,"31-50",48162,677,7.5,0.8519,1,1,3
4740,0,0,"31-50",25312,719,8.7,0.2652,1,0,0
4741,1,1,"31-50",37644,705,10.3,0.8817,1,1,3
4742,1,1,"51+",50892,617,10.8,0.6212,1,1,3
4743,1,0,"51+",45473,610,6.2,0.4282,1,0,2
4744,0,1,"31-50",37265,715,6.1,0.7439,1,1,1
4745,1,1,"31-50",51272,644,11.4,0.7501,1,1,3
4746,0,1,"31-50",47450,602,3.4,0.4892,0,0,1
4747,0,1,"51+",36618,578,11.8,0.1281,0,0,1
4748,1,1,"18-30",40680,693,8.8,0.6434,0,1,3
4749,0,1,"31-50",31993,747,10,0.4443,1,0,1
4750,0,1,"31-50",34789,745,8.3,0.8137,1,1,1
4751,0,0,"18-30",30982,715,2,0.4123,1,0,0
4752,0,0,"31-50",22835,531,5.6,0.0427,0,0,0
4753,0,1,"18-30",31294,741,7.4,0.517,1,1,1
4754,0,0,"51+",28551,698,11.9,0.4476,1,0,0
4755,0,0,"31-50",33647,757,11.4,0.6876,0,1,0
4756,1,1,"51+",34481,595,1.3,0.1149,0,0,3
4757,0,1,"31-50",25827,564,7.3,0.0598,0,0,1
4758,0,1,"31-50",30677,624,9.7,0.1263,0,0,1
4759,1,1,"51+",43115,648,9.2,0.7422,0,1,3
4760,1,1,"51+",36708,711,11.2,0.71,1,1,3
4761,1,0,"18-30",28606,649,1.6,0.1162,0,0,2
4762,0,1,"31-50",39928,626,12.6,0.6338,0,1,1
4763,1,0,"51+",32204,595,10.3,0.4487,0,0,2
4764,0,0,"51+",15808,688,11.2,0.1669,0,0,0
4765,1,0,"31-50",38950,769,11.6,0.8279,1,1,2
4766,1,1,"31-50",38092,659,7.3,0.2743,0,0,3
4767,0,0,"51+",33944,616,0,0.0522,0,0,0
4768,0,1,"31-50",9148,677,6.6,0.0136,0,0,1
4769,1,1,"31-50",33709,628,1.6,0.1469,0,0,3
4770,0,0,"51+",11491,619,6.2,0.0109,0,0,0
4771,0,1,"31-50",26355,558,11.6,0.1133,0,0,1
4772,0,1,"31-50",37800,606,7.5,0.1212,1,0,1
4773,0,1,"31-50",43330,751,6.4,0.828,1,1,1
4774,0,0,"18-30",36062,609,9.1,0.2095,1,0,0
4775,1,1,"18-30",33593,730,7.6,0.5689,0,1,3
4776,1,1,"51+",42788,567,6.4,0.3231,0,0,3
4777,1,0,"18-30",41559,752,2,0.818,0,1,2
4778,1,1,"18-30",42349,622,8.2,0.5259,1,1,3
4779,0,0,"31-50",23385,505,1.8,0.0111,0,0,0
4780,0,1,"31-50",27566,635,6.8,0.2453,1,0,1
4781,0,1,"31-50",32065,568,12.3,0.2267,1,0,1
4782,1,0,"31-50",43312,682,1.9,0.7004,0,1,2
4783,1,1,"18-30",47008,667,1.5,0.6025,1,1,3
4784,1,0,"31-50",21332,840,12.1,0.6632,1,1,2
4785,0,1,"18-30",37051,680,7.3,0.3255,1,0,1
4786,1,0,"18-30",36572,760,11.9,0.7107,1,1,2
4787,0,1,"18-30",29334,730,3.3,0.1909,1,0,1
4788,0,0,"31-50",29983,647,5.4,0.2737,0,0,0
4789,1,0,"31-50",39568,665,6.5,0.3788,0,0,2
